Frame#,Time,C7,,,T10,,,CLAV,,,STRN,,,LSHO,,,LELB,,,LWRA,,,LWRB,,,LFIN,,,RSHO,,,RELB,,,RWRA,,,RWRB,,,RFIN,,,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,LTIB,,,LANK,,,LHEE,,,LTOE,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,RPINKY,,,LPINKY,,,INRKNE,,,INLKNE,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.49,0.20878,-2.1975,1.50468,0.21262,-2.23712,1.25704,0.21897,-2.057,1.40001,0.2189,-2.02862,1.24737,0.03423,-2.1302,1.46475,-0.03753,-2.13517,1.14789,0.01199,-2.048,0.90961,-0.03162,-2.09885,0.90167,-0.0318,-2.05232,0.83294,0.38655,-2.14096,1.47429,0.49282,-2.16327,1.15865,0.45643,-2.05688,0.93347,0.5025,-2.09112,0.92803,0.50019,-2.05177,0.86612,0.09932,-2.05107,0.97976,0.36599,-2.06324,0.98175,0.17289,-2.21107,1.08967,0.25935,-2.21292,1.0895,0.05619,-2.12855,0.68113,0.07797,-2.16434,0.49432,0.06499,-2.19618,0.29552,0.10912,-2.18732,0.08918,0.14659,-2.23339,0.10713,0.16581,-2.0389,0.05181,0.39698,-2.14498,0.68481,0.38048,-2.16067,0.49493,0.39495,-2.18271,0.31876,0.3504,-2.18476,0.0889,0.30113,-2.2294,0.09636,0.31865,-2.02621,0.05142,0.39744,-2.08708,0.05771,0.08041,-2.08297,0.04149,0.2779,-2.15928,0.49113,0.18099,-2.18008,0.48514
151,1.5,0.20793,-2.19638,1.50475,0.21188,-2.23631,1.25717,0.21801,-2.05599,1.39991,0.21796,-2.02783,1.24723,0.03333,-2.12929,1.46469,-0.03834,-2.13464,1.14781,0.0112,-2.04766,0.90946,-0.03236,-2.09855,0.90154,-0.03256,-2.05208,0.83278,0.38565,-2.13968,1.47435,0.49209,-2.16215,1.15879,0.45567,-2.05573,0.93358,0.50177,-2.09017,0.92812,0.49943,-2.05085,0.86617,0.09849,-2.05063,0.97969,0.36519,-2.0625,0.98179,0.17215,-2.21052,1.0897,0.25861,-2.21229,1.08957,0.05562,-2.12819,0.68105,0.07754,-2.164,0.49425,0.06474,-2.19596,0.29539,0.10908,-2.18727,0.08915,0.14654,-2.23335,0.1071,0.16579,-2.03892,0.05183,0.39642,-2.14447,0.68487,0.38006,-2.16022,0.49499,0.39465,-2.18247,0.31885,0.35037,-2.18479,0.08891,0.30109,-2.22945,0.09632,0.31865,-2.02625,0.05142,0.39743,-2.0871,0.05778,0.08041,-2.08298,0.04149,0.27746,-2.15881,0.49111,0.18056,-2.1798,0.48517
152,1.51,0.20704,-2.19522,1.50482,0.21111,-2.23548,1.2573,0.21702,-2.05495,1.3998,0.21699,-2.02699,1.24708,0.03239,-2.12833,1.46462,-0.03917,-2.13408,1.14772,0.01037,-2.04729,0.90931,-0.03314,-2.09822,0.90141,-0.03336,-2.05181,0.83262,0.38471,-2.13837,1.47441,0.49133,-2.161,1.15894,0.45498,-2.05403,0.93381,0.50101,-2.08921,0.92822,0.49865,-2.04993,0.86623,0.09764,-2.05017,0.97962,0.36436,-2.06174,0.98181,0.17138,-2.20993,1.08973,0.25784,-2.21164,1.08965,0.05503,-2.1278,0.68096,0.07709,-2.16364,0.49416,0.06448,-2.19573,0.29526,0.10904,-2.18722,0.08911,0.14649,-2.23331,0.10707,0.16577,-2.03895,0.05185,0.39585,-2.14393,0.68492,0.37961,-2.15973,0.49504,0.39433,-2.18221,0.31894,0.35034,-2.18483,0.08893,0.30105,-2.2295,0.09628,0.31866,-2.02629,0.05141,0.39741,-2.08713,0.05785,0.08041,-2.08299,0.04149,0.27699,-2.15831,0.49108,0.18011,-2.17952,0.48519
153,1.52,0.20612,-2.19402,1.50489,0.2103,-2.23461,1.25743,0.21599,-2.05388,1.39969,0.21599,-2.02613,1.24692,0.03142,-2.12734,1.46455,-0.04003,-2.13348,1.14763,0.0095,-2.0469,0.90916,-0.03396,-2.09788,0.90129,-0.0342,-2.05153,0.83245,0.38375,-2.13702,1.47447,0.49054,-2.15985,1.15908,0.45432,-2.05199,0.93414,0.50023,-2.08824,0.92831,0.49784,-2.04901,0.86628,0.09676,-2.04966,0.97953,0.3635,-2.06096,0.98183,0.17058,-2.20931,1.08976,0.25704,-2.21096,1.08971,0.05442,-2.12739,0.68087,0.07663,-2.16325,0.49407,0.06422,-2.19549,0.29512,0.109,-2.18717,0.08907,0.14643,-2.23328,0.10704,0.16575,-2.03897,0.05187,0.39525,-2.14337,0.68498,0.37914,-2.15922,0.49509,0.39399,-2.18194,0.31903,0.3503,-2.18486,0.08894,0.30101,-2.22956,0.09624,0.31867,-2.02635,0.0514,0.39737,-2.08715,0.05791,0.08041,-2.083,0.04149,0.2765,-2.15777,0.49105,0.17965,-2.17922,0.48522
154,1.53,0.20518,-2.19279,1.50496,0.20946,-2.2337,1.25756,0.21494,-2.05277,1.39957,0.21496,-2.02523,1.24676,0.03042,-2.12631,1.46447,-0.04093,-2.13285,1.14755,0.00859,-2.0465,0.90899,-0.03482,-2.09752,0.90115,-0.03508,-2.05124,0.83229,0.38276,-2.13563,1.47453,0.48973,-2.15867,1.15922,0.45366,-2.04987,0.93448,0.49942,-2.08725,0.9284,0.49701,-2.04808,0.86634,0.09586,-2.04913,0.97944,0.36262,-2.06018,0.98184,0.16975,-2.20865,1.08979,0.2562,-2.21025,1.08978,0.05378,-2.12695,0.68077,0.07615,-2.16284,0.49397,0.06396,-2.19523,0.29498,0.10896,-2.18712,0.08903,0.14637,-2.23324,0.107,0.16573,-2.03901,0.05189,0.39462,-2.14278,0.68504,0.37865,-2.15866,0.49513,0.39364,-2.18165,0.31912,0.35026,-2.1849,0.08896,0.30097,-2.22963,0.09621,0.31868,-2.02643,0.05139,0.39732,-2.08717,0.05798,0.08041,-2.08301,0.04149,0.276,-2.15719,0.49101,0.17917,-2.1789,0.48524
155,1.54,0.20419,-2.19152,1.50502,0.20859,-2.23276,1.25768,0.21386,-2.05163,1.39945,0.2139,-2.02429,1.24659,0.02939,-2.12524,1.46439,-0.04187,-2.13219,1.14746,0.00765,-2.04607,0.90881,-0.03573,-2.09714,0.90102,-0.036,-2.05093,0.83211,0.38173,-2.13421,1.47458,0.4889,-2.15749,1.15936,0.45294,-2.04788,0.93478,0.49859,-2.08625,0.92849,0.49616,-2.04714,0.86639,0.09494,-2.04858,0.97933,0.3617,-2.05939,0.98185,0.16888,-2.20796,1.08981,0.25534,-2.20951,1.08985,0.05313,-2.12649,0.68066,0.07565,-2.1624,0.49386,0.06369,-2.19494,0.29483,0.10892,-2.18708,0.08899,0.14631,-2.23321,0.10695,0.16572,-2.03905,0.05192,0.39397,-2.14215,0.6851,0.37813,-2.15806,0.49518,0.39327,-2.18134,0.31922,0.35021,-2.18495,0.08898,0.30092,-2.22971,0.09618,0.3187,-2.02651,0.05137,0.39727,-2.0872,0.05804,0.08042,-2.08302,0.04148,0.27547,-2.15655,0.49096,0.17868,-2.17856,0.48526
156,1.55,0.20318,-2.19021,1.50509,0.20769,-2.23179,1.25781,0.21275,-2.05045,1.39932,0.21282,-2.0233,1.24642,0.02833,-2.12413,1.46431,-0.04284,-2.1315,1.14737,0.00667,-2.04561,0.90863,-0.03666,-2.09673,0.90088,-0.03696,-2.0506,0.83193,0.38067,-2.13276,1.47462,0.48803,-2.15628,1.1595,0.45216,-2.04614,0.93502,0.49774,-2.08525,0.92857,0.49529,-2.0462,0.86645,0.094,-2.048,0.97921,0.36076,-2.05858,0.98186,0.16799,-2.20723,1.08984,0.25444,-2.20874,1.08992,0.05245,-2.126,0.68054,0.07513,-2.16191,0.49375,0.06342,-2.19461,0.29469,0.10887,-2.18703,0.08894,0.14623,-2.23318,0.1069,0.16571,-2.03909,0.05193,0.3933,-2.14149,0.68517,0.37759,-2.15741,0.49523,0.39289,-2.181,0.31932,0.35016,-2.185,0.08899,0.30086,-2.22979,0.09615,0.31872,-2.02659,0.05136,0.39721,-2.08723,0.0581,0.08043,-2.08304,0.04148,0.27492,-2.15585,0.4909,0.17817,-2.17819,0.48528
157,1.56,0.20214,-2.18886,1.50515,0.20676,-2.23078,1.25794,0.2116,-2.04923,1.39919,0.21171,-2.02228,1.24625,0.02724,-2.12298,1.46422,-0.04384,-2.13077,1.14728,0.00565,-2.04513,0.90844,-0.03764,-2.0963,0.90074,-0.03797,-2.05026,0.83174,0.37958,-2.13128,1.47467,0.48715,-2.15507,1.15964,0.45132,-2.04468,0.93518,0.49687,-2.08424,0.92865,0.49439,-2.04525,0.86649,0.09304,-2.04741,0.97908,0.3598,-2.05776,0.98187,0.16706,-2.20647,1.08986,0.25351,-2.20793,1.08999,0.05176,-2.12548,0.68041,0.07459,-2.16139,0.49364,0.06313,-2.19425,0.29454,0.10881,-2.18698,0.08888,0.14614,-2.23316,0.10685,0.16571,-2.03914,0.05195,0.3926,-2.14078,0.68524,0.37703,-2.1567,0.49528,0.3925,-2.18064,0.31943,0.35011,-2.18505,0.08901,0.30081,-2.22986,0.09611,0.31873,-2.02667,0.05134,0.39718,-2.08728,0.05816,0.08045,-2.08305,0.04148,0.27436,-2.15508,0.49083,0.17764,-2.1778,0.48529
158,1.57,0.20107,-2.18747,1.50522,0.20579,-2.22974,1.25807,0.21043,-2.04797,1.39907,0.21057,-2.02122,1.24608,0.02612,-2.12178,1.46414,-0.04488,-2.13,1.14719,0.0046,-2.04463,0.90824,-0.03865,-2.09584,0.90059,-0.03901,-2.0499,0.83154,0.37846,-2.12977,1.47471,0.48623,-2.15384,1.15979,0.45042,-2.04347,0.93527,0.49597,-2.08323,0.92873,0.49347,-2.04431,0.86654,0.09205,-2.0468,0.97895,0.35882,-2.05692,0.98188,0.1661,-2.20566,1.08988,0.25256,-2.20709,1.09007,0.05104,-2.12491,0.68028,0.07402,-2.1608,0.49352,0.06282,-2.19384,0.29438,0.10874,-2.18693,0.08882,0.14604,-2.23314,0.10679,0.16571,-2.0392,0.05197,0.39189,-2.14003,0.68531,0.37644,-2.1559,0.49533,0.39211,-2.18023,0.31955,0.35006,-2.18511,0.08901,0.30075,-2.22991,0.09605,0.31872,-2.02672,0.05132,0.39717,-2.08734,0.05824,0.08047,-2.08307,0.04148,0.27377,-2.15422,0.49076,0.17709,-2.17738,0.4853
159,1.58,0.19997,-2.18604,1.5053,0.20479,-2.22866,1.25821,0.20924,-2.04667,1.39896,0.20939,-2.02013,1.24593,0.02497,-2.12054,1.46405,-0.04596,-2.12918,1.1471,0.00351,-2.04409,0.90803,-0.0397,-2.09535,0.90045,-0.04009,-2.04951,0.83134,0.37731,-2.12822,1.47476,0.48529,-2.15261,1.15995,0.44946,-2.04249,0.93529,0.49505,-2.08221,0.92881,0.49253,-2.04337,0.86658,0.09104,-2.04618,0.97881,0.35782,-2.05606,0.98191,0.16512,-2.20481,1.0899,0.25157,-2.2062,1.09015,0.05031,-2.12431,0.68015,0.07343,-2.16016,0.4934,0.06249,-2.19337,0.29422,0.10865,-2.18688,0.08876,0.14592,-2.23312,0.10672,0.16573,-2.03926,0.05198,0.39115,-2.13922,0.68538,0.37584,-2.15501,0.49538,0.39171,-2.17977,0.31968,0.35001,-2.18518,0.08901,0.30069,-2.22994,0.09597,0.31868,-2.02673,0.05131,0.39721,-2.08742,0.05833,0.0805,-2.08309,0.04148,0.27316,-2.15325,0.49067,0.17651,-2.17693,0.48531
160,1.59,0.19883,-2.18456,1.50537,0.20377,-2.22756,1.25836,0.20801,-2.04532,1.39885,0.20819,-2.01901,1.24577,0.02378,-2.11925,1.46397,-0.04707,-2.12833,1.14701,0.00239,-2.04353,0.90782,-0.04079,-2.09483,0.90031,-0.0412,-2.0491,0.83114,0.37612,-2.12664,1.47481,0.48432,-2.15137,1.16011,0.44846,-2.0417,0.93526,0.49412,-2.08121,0.92889,0.49158,-2.04243,0.86663,0.09,-2.04554,0.97868,0.35679,-2.05516,0.98195,0.16411,-2.20392,1.08992,0.25056,-2.20528,1.09024,0.04956,-2.12365,0.68002,0.07283,-2.15945,0.49328,0.06213,-2.19284,0.29406,0.10856,-2.18682,0.08869,0.14577,-2.2331,0.10665,0.16575,-2.03933,0.05199,0.3904,-2.13834,0.68545,0.37522,-2.15402,0.49542,0.39128,-2.17926,0.31981,0.34996,-2.18525,0.089,0.30062,-2.22993,0.09586,0.31863,-2.0267,0.05131,0.3973,-2.08752,0.05844,0.08053,-2.0831,0.04147,0.27253,-2.15218,0.49058,0.17592,-2.17645,0.48532
161,1.6,0.19767,-2.18304,1.50546,0.20271,-2.22642,1.25852,0.20676,-2.04393,1.39873,0.20695,-2.01786,1.24561,0.02257,-2.11791,1.46389,-0.04821,-2.12743,1.14693,0.00124,-2.04293,0.90762,-0.04191,-2.09427,0.90019,-0.04235,-2.04865,0.83093,0.37491,-2.12502,1.47487,0.48333,-2.15013,1.16029,0.44742,-2.04104,0.93519,0.49317,-2.08021,0.92898,0.49062,-2.0415,0.86667,0.08895,-2.04488,0.97855,0.35574,-2.05424,0.982,0.16308,-2.20299,1.08994,0.24953,-2.20431,1.09034,0.04879,-2.12294,0.67989,0.0722,-2.15866,0.49315,0.06175,-2.19223,0.2939,0.10845,-2.18676,0.08862,0.14561,-2.23308,0.10657,0.16578,-2.0394,0.052,0.38965,-2.13737,0.68551,0.37458,-2.1529,0.49546,0.39084,-2.17868,0.31995,0.34992,-2.18532,0.08899,0.30056,-2.2299,0.09573,0.31856,-2.02664,0.05132,0.39744,-2.08764,0.05857,0.08057,-2.08312,0.04147,0.27186,-2.15097,0.49049,0.17532,-2.17593,0.48534
162,1.61,0.19648,-2.18147,1.50555,0.20161,-2.22525,1.25869,0.20549,-2.0425,1.39862,0.20567,-2.01669,1.24544,0.02133,-2.11651,1.46383,-0.04939,-2.12647,1.14686,0.00007,-2.04229,0.90742,-0.04307,-2.09367,0.90007,-0.04352,-2.04817,0.83073,0.37366,-2.12336,1.47493,0.48231,-2.14889,1.16048,0.44636,-2.04046,0.93511,0.49222,-2.07922,0.92908,0.48965,-2.04059,0.86672,0.08786,-2.0442,0.97843,0.35466,-2.05328,0.98207,0.16204,-2.20203,1.08996,0.24848,-2.2033,1.09043,0.04799,-2.12216,0.67976,0.07156,-2.15778,0.49302,0.06136,-2.19155,0.29374,0.10833,-2.1867,0.08854,0.14542,-2.23307,0.1065,0.16582,-2.03948,0.052,0.38888,-2.1363,0.68557,0.37392,-2.15163,0.49549,0.39035,-2.17802,0.32008,0.34988,-2.1854,0.08897,0.30049,-2.22987,0.09557,0.31849,-2.02656,0.05133,0.3976,-2.08776,0.05871,0.08061,-2.08313,0.04147,0.27117,-2.14961,0.49039,0.17469,-2.17537,0.48536
163,1.62,0.19526,-2.17985,1.50564,0.20049,-2.22405,1.25888,0.20418,-2.04103,1.3985,0.20437,-2.0155,1.24526,0.02007,-2.11505,1.46378,-0.05061,-2.12544,1.1468,-0.00113,-2.0416,0.90723,-0.04425,-2.09302,0.89997,-0.04471,-2.04764,0.83054,0.37239,-2.12165,1.475,0.48126,-2.14765,1.16069,0.44531,-2.03984,0.93505,0.49125,-2.07825,0.92919,0.48868,-2.03968,0.86678,0.08676,-2.0435,0.97831,0.35355,-2.05228,0.98215,0.16097,-2.20103,1.08998,0.24741,-2.20225,1.09054,0.04718,-2.12132,0.67964,0.07092,-2.15682,0.49287,0.06095,-2.1908,0.29357,0.1082,-2.18663,0.08846,0.14522,-2.23306,0.10642,0.16587,-2.03956,0.052,0.3881,-2.13512,0.68562,0.37325,-2.15019,0.4955,0.38983,-2.17727,0.32021,0.34984,-2.18549,0.08894,0.30042,-2.22984,0.09541,0.31842,-2.02649,0.05135,0.39776,-2.08789,0.05886,0.08067,-2.08315,0.04148,0.27045,-2.14807,0.49029,0.17406,-2.17476,0.48539
164,1.63,0.19401,-2.17818,1.50575,0.19933,-2.22282,1.25908,0.20286,-2.03953,1.39837,0.20303,-2.01428,1.24508,0.01877,-2.11352,1.46375,-0.05187,-2.12434,1.14675,-0.00234,-2.04086,0.90705,-0.04546,-2.0923,0.89988,-0.04592,-2.04705,0.83036,0.3711,-2.11991,1.47507,0.48019,-2.14642,1.16091,0.44429,-2.03907,0.93504,0.49027,-2.0773,0.92931,0.48771,-2.0388,0.86684,0.08562,-2.04278,0.97821,0.35241,-2.05124,0.98226,0.15988,-2.20001,1.09,0.24633,-2.20116,1.09064,0.04635,-2.1204,0.67951,0.07026,-2.15577,0.49271,0.06053,-2.18998,0.29339,0.10805,-2.18656,0.08838,0.145,-2.23306,0.10633,0.16593,-2.03965,0.052,0.38731,-2.13381,0.68567,0.37255,-2.14857,0.4955,0.38926,-2.17642,0.32034,0.3498,-2.18558,0.08893,0.30034,-2.22982,0.09526,0.31837,-2.02644,0.05136,0.39793,-2.08803,0.05903,0.08073,-2.08317,0.04148,0.26968,-2.14633,0.49017,0.17342,-2.17409,0.48542
165,1.64,0.19273,-2.17646,1.50587,0.19814,-2.22157,1.25929,0.20151,-2.03798,1.39823,0.20166,-2.01305,1.2449,0.01744,-2.11193,1.46375,-0.05317,-2.12315,1.14672,-0.00358,-2.04006,0.90689,-0.0467,-2.09151,0.8998,-0.04714,-2.04641,0.83019,0.36978,-2.11812,1.47515,0.47909,-2.14519,1.16114,0.4433,-2.0381,0.9351,0.48929,-2.07637,0.92944,0.48675,-2.03794,0.86692,0.08447,-2.04203,0.97812,0.35124,-2.05015,0.98238,0.15878,-2.19897,1.09003,0.24523,-2.20004,1.09075,0.0455,-2.1194,0.67939,0.06959,-2.15462,0.49254,0.0601,-2.18908,0.29321,0.1079,-2.18649,0.08829,0.14477,-2.23305,0.10624,0.166,-2.03974,0.05199,0.3865,-2.13235,0.68572,0.37182,-2.14671,0.49548,0.38866,-2.17546,0.32048,0.34975,-2.18569,0.08895,0.30024,-2.22981,0.09514,0.31832,-2.02641,0.05138,0.39811,-2.0882,0.05921,0.0808,-2.08319,0.04148,0.26887,-2.14434,0.49003,0.17276,-2.17335,0.48544
166,1.65,0.19143,-2.1747,1.50599,0.19692,-2.22028,1.25953,0.20013,-2.03639,1.39809,0.20025,-2.0118,1.24471,0.01609,-2.11026,1.46376,-0.0545,-2.12187,1.14671,-0.00482,-2.03917,0.90675,-0.04795,-2.09064,0.89974,-0.04836,-2.04569,0.83003,0.36843,-2.11628,1.47523,0.47798,-2.14396,1.16139,0.44235,-2.037,0.93521,0.4883,-2.07548,0.92958,0.48579,-2.03711,0.867,0.08328,-2.04127,0.97804,0.35004,-2.04904,0.98253,0.15767,-2.19792,1.09006,0.24412,-2.19888,1.09087,0.04464,-2.11832,0.67926,0.06892,-2.15337,0.49235,0.05965,-2.18811,0.29303,0.10775,-2.18642,0.0882,0.14453,-2.23305,0.10614,0.16609,-2.03983,0.05197,0.38568,-2.13072,0.68576,0.37107,-2.14459,0.49544,0.38802,-2.17436,0.32063,0.34967,-2.18582,0.08902,0.3001,-2.2298,0.09509,0.31828,-2.02639,0.05139,0.39831,-2.08842,0.05942,0.08088,-2.08321,0.04149,0.268,-2.14208,0.48987,0.1721,-2.17253,0.48547
167,1.66,0.1901,-2.17288,1.50613,0.19568,-2.21898,1.25977,0.19873,-2.03476,1.39795,0.19882,-2.01052,1.24452,0.01471,-2.10853,1.46379,-0.05588,-2.12048,1.14672,-0.00608,-2.0382,0.90663,-0.04922,-2.08968,0.89969,-0.04957,-2.04488,0.82989,0.36707,-2.1144,1.47532,0.47684,-2.14274,1.16164,0.4414,-2.03589,0.93533,0.48731,-2.07462,0.92973,0.48485,-2.03631,0.86708,0.08207,-2.0405,0.97797,0.34881,-2.04791,0.9827,0.15653,-2.19687,1.0901,0.24299,-2.19771,1.09099,0.04377,-2.11716,0.67912,0.06823,-2.15204,0.49215,0.05919,-2.18706,0.29286,0.10758,-2.18636,0.08811,0.14427,-2.23306,0.10604,0.16618,-2.03993,0.05195,0.38482,-2.1289,0.68578,0.37028,-2.14216,0.49537,0.38733,-2.17309,0.32078,0.34956,-2.18596,0.08919,0.29991,-2.22977,0.09515,0.31824,-2.02638,0.0514,0.39853,-2.0887,0.05968,0.08096,-2.08323,0.04149,0.26708,-2.13949,0.48967,0.17143,-2.17161,0.48549
168,1.67,0.18874,-2.17101,1.50627,0.1944,-2.21765,1.26003,0.1973,-2.03309,1.3978,0.19736,-2.00921,1.24432,0.01331,-2.10672,1.46385,-0.05729,-2.11897,1.14675,-0.00736,-2.03712,0.90653,-0.05049,-2.08861,0.89965,-0.05079,-2.04399,0.82975,0.36568,-2.11247,1.4754,0.47569,-2.14152,1.16191,0.44044,-2.03486,0.93543,0.48632,-2.07379,0.92988,0.48391,-2.03557,0.86717,0.08083,-2.03972,0.97792,0.34754,-2.04676,0.98289,0.15538,-2.19584,1.09014,0.24185,-2.19653,1.09111,0.04289,-2.11593,0.67899,0.06752,-2.1506,0.49194,0.05871,-2.18596,0.2927,0.10741,-2.1863,0.08801,0.14401,-2.23308,0.10593,0.16627,-2.04003,0.05193,0.38392,-2.12685,0.68578,0.36946,-2.13938,0.49526,0.38661,-2.17164,0.32094,0.3494,-2.18613,0.0895,0.29964,-2.2297,0.09538,0.31821,-2.02637,0.05141,0.39878,-2.08908,0.06001,0.08103,-2.08326,0.04148,0.26609,-2.13653,0.48944,0.17075,-2.17059,0.48551
169,1.68,0.18735,-2.16908,1.50642,0.19311,-2.2163,1.26029,0.19586,-2.03138,1.39765,0.19588,-2.00788,1.24411,0.0119,-2.10484,1.46392,-0.05872,-2.11735,1.14679,-0.00866,-2.03591,0.90644,-0.05177,-2.08744,0.89963,-0.052,-2.043,0.82962,0.36427,-2.1105,1.47547,0.47452,-2.1403,1.16217,0.43946,-2.03398,0.93548,0.48533,-2.07301,0.93003,0.48297,-2.03488,0.86725,0.07957,-2.03894,0.97787,0.34625,-2.04562,0.98309,0.15421,-2.19481,1.09019,0.24069,-2.19536,1.09123,0.04201,-2.11463,0.67885,0.06679,-2.14908,0.49172,0.05822,-2.18481,0.29254,0.10724,-2.18625,0.0879,0.14374,-2.23311,0.10581,0.16636,-2.04013,0.0519,0.38298,-2.12454,0.68573,0.36861,-2.13619,0.49511,0.38585,-2.16995,0.32108,0.34917,-2.18633,0.08997,0.2993,-2.22957,0.09582,0.31817,-2.02635,0.05142,0.39907,-2.08956,0.0604,0.08109,-2.08328,0.04148,0.26504,-2.13316,0.48917,0.17005,-2.16946,0.48552
170,1.69,0.18594,-2.16709,1.50659,0.19178,-2.21493,1.26056,0.19441,-2.02964,1.39747,0.19438,-2.00652,1.24389,0.01047,-2.10288,1.464,-0.06018,-2.11559,1.14684,-0.00998,-2.03455,0.90637,-0.05305,-2.08614,0.89961,-0.05321,-2.0419,0.82948,0.36285,-2.10848,1.47554,0.47335,-2.13907,1.16244,0.43846,-2.03324,0.93548,0.48434,-2.07227,0.93016,0.48205,-2.03425,0.86731,0.0783,-2.03815,0.97784,0.34494,-2.0445,0.98328,0.15302,-2.1938,1.09024,0.23951,-2.1942,1.09135,0.04112,-2.11326,0.67872,0.06602,-2.14749,0.49148,0.05771,-2.18366,0.29237,0.10706,-2.18621,0.08778,0.14346,-2.23314,0.10568,0.16646,-2.04024,0.05187,0.38198,-2.12194,0.68564,0.36772,-2.13255,0.49491,0.38504,-2.16799,0.32122,0.34885,-2.18654,0.09066,0.29888,-2.22936,0.09652,0.31813,-2.02632,0.05142,0.39936,-2.09015,0.06087,0.08114,-2.08331,0.04146,0.26393,-2.12933,0.48884,0.16933,-2.16821,0.48552
171,1.7,0.1845,-2.16503,1.50675,0.19044,-2.21354,1.26083,0.19294,-2.02786,1.39727,0.19287,-2.00514,1.24364,0.00904,-2.10085,1.46408,-0.06165,-2.1137,1.14689,-0.01132,-2.03303,0.90631,-0.05432,-2.0847,0.8996,-0.05442,-2.04067,0.82933,0.36141,-2.10641,1.4756,0.47217,-2.13784,1.1627,0.43744,-2.03263,0.93543,0.48335,-2.07158,0.93028,0.48114,-2.03369,0.86735,0.07703,-2.03734,0.9778,0.34361,-2.04341,0.98346,0.15182,-2.19281,1.09029,0.23832,-2.19306,1.09145,0.04022,-2.11184,0.67858,0.06522,-2.14583,0.49124,0.05719,-2.18254,0.29217,0.10687,-2.18617,0.08765,0.14318,-2.23319,0.10553,0.16655,-2.04034,0.05184,0.38092,-2.11902,0.68548,0.36681,-2.12842,0.49464,0.3842,-2.16572,0.32134,0.34842,-2.18675,0.09157,0.29838,-2.22905,0.09753,0.3181,-2.02628,0.05142,0.39961,-2.09082,0.06141,0.08117,-2.08333,0.04144,0.26276,-2.12501,0.48846,0.16858,-2.16685,0.48552
172,1.71,0.18304,-2.1629,1.50693,0.18908,-2.21213,1.26107,0.19148,-2.02605,1.39704,0.19137,-2.00373,1.24335,0.0076,-2.09875,1.46416,-0.06312,-2.11165,1.14693,-0.0127,-2.03132,0.90625,-0.05558,-2.0831,0.89959,-0.05563,-2.0393,0.82916,0.35996,-2.1043,1.47563,0.47099,-2.13661,1.16295,0.43644,-2.03209,0.93533,0.48237,-2.07094,0.93037,0.48024,-2.0332,0.86736,0.07576,-2.0365,0.97776,0.34227,-2.04237,0.98361,0.1506,-2.19182,1.09032,0.23712,-2.19196,1.09153,0.03931,-2.11037,0.67845,0.06439,-2.14412,0.49098,0.05664,-2.18146,0.29195,0.10668,-2.18615,0.08751,0.1429,-2.23325,0.10537,0.16663,-2.04043,0.0518,0.3798,-2.11574,0.68526,0.36587,-2.12376,0.49432,0.38333,-2.16308,0.32142,0.34789,-2.18692,0.09272,0.29783,-2.22863,0.09886,0.31808,-2.02621,0.05142,0.39975,-2.09153,0.06198,0.08118,-2.08336,0.0414,0.26155,-2.12015,0.48803,0.16781,-2.1654,0.48549
173,1.72,0.18158,-2.16069,1.50709,0.18771,-2.21069,1.26129,0.19002,-2.0242,1.39675,0.18989,-2.00231,1.24301,0.00618,-2.09656,1.46422,-0.06459,-2.10945,1.14695,-0.01408,-2.02941,0.90619,-0.05683,-2.08131,0.89956,-0.05684,-2.03776,0.82897,0.35852,-2.10215,1.47562,0.46981,-2.13538,1.16317,0.43546,-2.03153,0.9352,0.48141,-2.07035,0.93042,0.47934,-2.03278,0.86731,0.0745,-2.03562,0.9777,0.34094,-2.04138,0.98372,0.14938,-2.19083,1.09032,0.2359,-2.19088,1.09156,0.03839,-2.10886,0.6783,0.06353,-2.14239,0.4907,0.05607,-2.18043,0.29168,0.10649,-2.18613,0.08736,0.14262,-2.23331,0.10519,0.16672,-2.04053,0.05176,0.37862,-2.11209,0.68496,0.36492,-2.11856,0.49393,0.38244,-2.16003,0.32147,0.34725,-2.18703,0.09409,0.29726,-2.22808,0.10052,0.31806,-2.02612,0.05142,0.39972,-2.09221,0.06256,0.08118,-2.08339,0.04136,0.26031,-2.11474,0.48755,0.16701,-2.16388,0.48545
