Frame#,Time,C7,,,T10,,,CLAV,,,STRN,,,LSHO,,,LELB,,,LWRA,,,LWRB,,,LFIN,,,RSHO,,,RELB,,,RWRA,,,RWRB,,,RFIN,,,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,LTIB,,,LANK,,,LHEE,,,LTOE,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,RPINKY,,,LPINKY,,,INRKNE,,,INLKNE,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.18,0.21514,-2.15651,1.50418,0.21078,-2.19722,1.2563,0.23107,-2.01675,1.39854,0.22807,-1.98841,1.24596,0.04521,-2.08066,1.47021,-0.0351,-2.06565,1.15586,0.01921,-1.96356,0.92434,-0.02787,-2.01111,0.91321,-0.02545,-1.95977,0.84837,0.39492,-2.11051,1.4689,0.49592,-2.14196,1.1527,0.4638,-2.03077,0.92848,0.50679,-2.07124,0.92155,0.50594,-2.03186,0.85968,0.10384,-2.00385,0.97805,0.36984,-2.0282,0.98144,0.16995,-2.16509,1.08885,0.2565,-2.17191,1.08845,0.05125,-2.08372,0.6812,0.06714,-2.12463,0.49506,0.04888,-2.15655,0.29703,0.08683,-2.14545,0.08961,0.12621,-2.19496,0.10674,0.13904,-1.99492,0.05065,0.38947,-2.1093,0.68275,0.36701,-2.12303,0.4928,0.37431,-2.14863,0.31742,0.32243,-2.13904,0.07214,0.27725,-2.19258,0.09292,0.30112,-1.98437,0.05046,0.3561,-2.03795,0.03194,0.05432,-2.04147,0.04145,0.26445,-2.11627,0.4919,0.16983,-2.1401,0.48316
20,0.19,0.21529,-2.15633,1.50419,0.21096,-2.19708,1.25632,0.23125,-2.01659,1.39852,0.22827,-1.98826,1.24595,0.04538,-2.08044,1.47019,-0.03495,-2.06523,1.15587,0.01949,-1.96276,0.92455,-0.02758,-2.01029,0.91329,-0.02509,-1.95886,0.84854,0.39509,-2.11035,1.46891,0.49611,-2.14188,1.15272,0.46402,-2.03074,0.92849,0.50698,-2.07125,0.92157,0.50615,-2.03187,0.85969,0.104,-2.00382,0.97808,0.36998,-2.02809,0.98139,0.17012,-2.16497,1.08889,0.25669,-2.17181,1.08846,0.05139,-2.08367,0.68123,0.06726,-2.12457,0.49509,0.04897,-2.15655,0.29705,0.08685,-2.14544,0.08964,0.12625,-2.19494,0.10677,0.13904,-1.99491,0.05066,0.38956,-2.10931,0.68273,0.36713,-2.12307,0.49279,0.37439,-2.14867,0.3174,0.32243,-2.13903,0.07211,0.27726,-2.19257,0.0929,0.30113,-1.98435,0.05046,0.3561,-2.03793,0.03192,0.05433,-2.04146,0.04146,0.26456,-2.11629,0.49189,0.16997,-2.13999,0.48316
21,0.2,0.21545,-2.15616,1.50421,0.21115,-2.19694,1.25635,0.23142,-2.01643,1.39851,0.22846,-1.98812,1.24595,0.04555,-2.08026,1.47016,-0.03479,-2.06483,1.15587,0.01976,-1.96196,0.92477,-0.0273,-2.00947,0.91338,-0.02476,-1.95795,0.84871,0.39526,-2.11019,1.46893,0.4963,-2.1418,1.15275,0.46422,-2.03073,0.9285,0.50717,-2.07126,0.92159,0.50634,-2.03189,0.85969,0.10415,-2.00379,0.97813,0.37012,-2.02796,0.98135,0.17031,-2.16486,1.08894,0.25689,-2.17171,1.08847,0.05152,-2.08363,0.68127,0.06739,-2.1245,0.49512,0.04907,-2.15655,0.29709,0.08688,-2.14544,0.08967,0.12628,-2.19492,0.10681,0.13904,-1.9949,0.05066,0.38966,-2.10933,0.68271,0.36726,-2.12311,0.49277,0.37448,-2.1487,0.31738,0.32244,-2.13901,0.07209,0.27728,-2.19256,0.09288,0.30114,-1.98433,0.05045,0.3561,-2.03791,0.03189,0.05434,-2.04145,0.04147,0.26468,-2.11632,0.49188,0.1701,-2.13986,0.48317
22,0.21,0.2156,-2.156,1.50423,0.21135,-2.19681,1.25637,0.23159,-2.01628,1.39852,0.22866,-1.98797,1.24596,0.04571,-2.08009,1.47015,-0.03464,-2.06444,1.15587,0.02002,-1.96116,0.92498,-0.02703,-2.00865,0.91347,-0.02445,-1.95703,0.8489,0.39542,-2.11003,1.46895,0.49648,-2.14173,1.15278,0.46439,-2.03074,0.9285,0.50735,-2.07127,0.92161,0.50652,-2.03191,0.8597,0.10428,-2.00377,0.97818,0.37025,-2.02782,0.98132,0.17051,-2.16475,1.08899,0.2571,-2.1716,1.08849,0.05164,-2.08358,0.68132,0.06752,-2.12441,0.49516,0.04916,-2.15653,0.29713,0.08691,-2.14543,0.0897,0.12632,-2.1949,0.10685,0.13904,-1.99489,0.05067,0.38976,-2.10934,0.68269,0.36739,-2.12315,0.49276,0.37458,-2.14873,0.31736,0.32247,-2.139,0.07206,0.27731,-2.19255,0.09285,0.30114,-1.98432,0.05045,0.3561,-2.03789,0.03187,0.05435,-2.04145,0.04148,0.2648,-2.11636,0.49187,0.17025,-2.1397,0.48319
23,0.22,0.21575,-2.15585,1.50426,0.21154,-2.19668,1.25639,0.23175,-2.01612,1.39853,0.22885,-1.98783,1.24597,0.04587,-2.07995,1.47013,-0.03448,-2.06405,1.15587,0.02025,-1.96037,0.9252,-0.02677,-2.00783,0.91356,-0.02416,-1.95612,0.84909,0.39558,-2.10988,1.46898,0.49665,-2.14166,1.15281,0.46455,-2.03076,0.9285,0.50753,-2.07129,0.92164,0.5067,-2.03194,0.8597,0.10441,-2.00374,0.97824,0.37037,-2.02768,0.98128,0.17072,-2.16465,1.08903,0.25731,-2.1715,1.08851,0.05174,-2.08352,0.68138,0.06766,-2.1243,0.49521,0.04926,-2.15649,0.29718,0.08694,-2.14542,0.08974,0.12636,-2.19488,0.1069,0.13904,-1.99489,0.05067,0.38987,-2.10934,0.68267,0.36751,-2.12319,0.49274,0.37467,-2.14875,0.31733,0.3225,-2.13898,0.07203,0.27736,-2.19255,0.09283,0.30115,-1.9843,0.05045,0.35611,-2.03786,0.03184,0.05436,-2.04144,0.04149,0.26492,-2.1164,0.49186,0.17039,-2.13952,0.48321
24,0.23,0.2159,-2.15571,1.50429,0.21175,-2.19656,1.25641,0.2319,-2.01597,1.39856,0.22904,-1.9877,1.24599,0.04602,-2.07983,1.47012,-0.03431,-2.06368,1.15588,0.02047,-1.95958,0.92541,-0.02652,-2.00703,0.91365,-0.02389,-1.95521,0.84928,0.39574,-2.10973,1.46901,0.49681,-2.1416,1.15285,0.46469,-2.03079,0.92849,0.50771,-2.07131,0.92167,0.50686,-2.03198,0.85972,0.10452,-2.0037,0.9783,0.37048,-2.02755,0.98125,0.17092,-2.16455,1.08908,0.25752,-2.17139,1.08854,0.05183,-2.08346,0.68144,0.0678,-2.12417,0.49525,0.04936,-2.15644,0.29724,0.08697,-2.14541,0.08977,0.1264,-2.19487,0.10694,0.13903,-1.99488,0.05068,0.38998,-2.10934,0.68265,0.36764,-2.12321,0.49272,0.37477,-2.14876,0.31731,0.32255,-2.13897,0.072,0.27742,-2.19254,0.0928,0.30115,-1.98429,0.05044,0.35613,-2.03783,0.03182,0.05437,-2.04143,0.0415,0.26503,-2.11644,0.49185,0.17055,-2.13932,0.48323
25,0.24,0.21605,-2.15558,1.50432,0.21195,-2.19644,1.25643,0.23205,-2.01583,1.39859,0.22922,-1.98759,1.24602,0.04617,-2.07972,1.47012,-0.03415,-2.06331,1.15588,0.02067,-1.9588,0.92562,-0.02629,-2.00624,0.91375,-0.02365,-1.95431,0.84948,0.39589,-2.10959,1.46905,0.49697,-2.14154,1.1529,0.46482,-2.03083,0.92849,0.50788,-2.07132,0.9217,0.50702,-2.03201,0.85973,0.10462,-2.00365,0.97837,0.37059,-2.02742,0.98122,0.17112,-2.16446,1.08913,0.25773,-2.1713,1.08857,0.05191,-2.08339,0.68151,0.06795,-2.12404,0.4953,0.04947,-2.15638,0.2973,0.087,-2.14541,0.0898,0.12644,-2.19485,0.10698,0.13903,-1.99488,0.05068,0.39009,-2.10933,0.68263,0.36776,-2.12323,0.4927,0.37487,-2.14876,0.31728,0.3226,-2.13895,0.07197,0.2775,-2.19255,0.09278,0.30116,-1.98428,0.05043,0.35614,-2.0378,0.0318,0.05438,-2.04143,0.04151,0.26515,-2.11649,0.49184,0.1707,-2.1391,0.48326
26,0.25,0.21619,-2.15546,1.50435,0.21215,-2.19633,1.25645,0.23219,-2.01571,1.39863,0.2294,-1.98748,1.24604,0.04631,-2.07963,1.47011,-0.03399,-2.06295,1.15589,0.02087,-1.95803,0.92584,-0.02607,-2.00547,0.91385,-0.02343,-1.95343,0.84969,0.39604,-2.10945,1.46909,0.49713,-2.14149,1.15295,0.46495,-2.03087,0.92849,0.50804,-2.07132,0.92173,0.50716,-2.03204,0.85975,0.10472,-2.00359,0.97844,0.37069,-2.0273,0.9812,0.17131,-2.16437,1.08918,0.25793,-2.17121,1.0886,0.052,-2.08332,0.68157,0.0681,-2.12389,0.49534,0.04958,-2.15631,0.29737,0.08704,-2.1454,0.08984,0.12649,-2.19483,0.10702,0.13903,-1.99488,0.05069,0.39019,-2.10931,0.68262,0.36786,-2.12324,0.49268,0.37497,-2.14875,0.31725,0.32266,-2.13894,0.07195,0.27757,-2.19255,0.09276,0.30116,-1.98427,0.05043,0.35616,-2.03778,0.03178,0.05439,-2.04143,0.04152,0.26526,-2.11654,0.49183,0.17086,-2.13887,0.48328
27,0.26,0.21634,-2.15535,1.50438,0.21235,-2.19623,1.25648,0.23233,-2.01559,1.39866,0.22957,-1.98738,1.24607,0.04645,-2.07954,1.47011,-0.03384,-2.0626,1.15591,0.02105,-1.95728,0.92604,-0.02586,-2.00473,0.91396,-0.02323,-1.95256,0.84989,0.39618,-2.10932,1.46914,0.49728,-2.14143,1.153,0.46507,-2.03089,0.9285,0.50819,-2.07132,0.92176,0.5073,-2.03206,0.85976,0.10482,-2.00351,0.97851,0.3708,-2.0272,0.98118,0.17149,-2.16428,1.08922,0.2581,-2.17112,1.08863,0.05208,-2.08324,0.68163,0.06826,-2.12375,0.49539,0.0497,-2.15623,0.29745,0.08708,-2.14539,0.08987,0.12655,-2.19481,0.10706,0.13903,-1.99487,0.05069,0.39029,-2.10929,0.68261,0.36796,-2.12324,0.49267,0.37506,-2.14875,0.31723,0.32271,-2.13893,0.07193,0.27765,-2.19255,0.09274,0.30116,-1.98427,0.05042,0.35618,-2.03775,0.03176,0.05441,-2.04142,0.04153,0.26536,-2.11658,0.49181,0.17102,-2.13863,0.4833
28,0.27,0.21648,-2.15524,1.50441,0.21253,-2.19614,1.2565,0.23247,-2.01549,1.39869,0.22974,-1.9873,1.24609,0.04658,-2.07946,1.4701,-0.03368,-2.06225,1.15592,0.02121,-1.95655,0.92624,-0.02566,-2.004,0.91407,-0.02305,-1.95172,0.85009,0.39632,-2.10919,1.46919,0.49743,-2.14137,1.15306,0.46519,-2.03091,0.92852,0.50834,-2.07132,0.9218,0.50744,-2.03207,0.85979,0.10491,-2.00342,0.97857,0.37091,-2.02712,0.98116,0.17165,-2.16418,1.08927,0.25826,-2.17104,1.08866,0.05218,-2.08316,0.68169,0.06841,-2.12361,0.49543,0.04982,-2.15614,0.29753,0.08713,-2.14538,0.0899,0.12661,-2.19479,0.1071,0.13903,-1.99487,0.0507,0.39039,-2.10926,0.6826,0.36805,-2.12324,0.49265,0.37514,-2.14874,0.3172,0.32276,-2.13892,0.07191,0.27771,-2.19256,0.09272,0.30117,-1.98426,0.05042,0.3562,-2.03773,0.03175,0.05442,-2.04143,0.04154,0.26545,-2.11661,0.4918,0.17118,-2.13839,0.48332
29,0.28,0.21662,-2.15514,1.50444,0.21271,-2.19605,1.25651,0.2326,-2.0154,1.39871,0.22989,-1.98722,1.2461,0.04672,-2.07939,1.47009,-0.03353,-2.06191,1.15594,0.02136,-1.95584,0.92643,-0.02548,-2.00331,0.91417,-0.02288,-1.9509,0.85028,0.39645,-2.10907,1.46924,0.49758,-2.14131,1.15311,0.4653,-2.0309,0.92853,0.50847,-2.07131,0.92183,0.50756,-2.03208,0.85981,0.10501,-2.00332,0.97864,0.37102,-2.02706,0.98115,0.17179,-2.16409,1.08931,0.25841,-2.17097,1.08869,0.05228,-2.08309,0.68173,0.06855,-2.12347,0.49546,0.04994,-2.15605,0.2976,0.08717,-2.14538,0.08993,0.12667,-2.19477,0.10713,0.13904,-1.99486,0.0507,0.39047,-2.10923,0.68259,0.36813,-2.12324,0.49264,0.3752,-2.14873,0.31718,0.3228,-2.13891,0.0719,0.27776,-2.19256,0.09271,0.30117,-1.98426,0.05042,0.35621,-2.03771,0.03174,0.05444,-2.04143,0.04155,0.26553,-2.11664,0.49179,0.17133,-2.13816,0.48333
30,0.29,0.21675,-2.15505,1.50446,0.21288,-2.19596,1.25653,0.23273,-2.01531,1.39873,0.23004,-1.98716,1.24611,0.04684,-2.07932,1.47008,-0.03339,-2.06158,1.15595,0.02151,-1.95515,0.92661,-0.0253,-2.00264,0.91428,-0.02273,-1.95012,0.85046,0.39658,-2.10896,1.46929,0.49773,-2.14124,1.15317,0.46542,-2.03089,0.92856,0.5086,-2.07129,0.92187,0.50768,-2.03207,0.85984,0.1051,-2.00322,0.97869,0.37114,-2.02701,0.98113,0.17192,-2.16399,1.08935,0.25853,-2.1709,1.08872,0.05239,-2.08301,0.68177,0.06869,-2.12334,0.49549,0.05006,-2.15596,0.29766,0.08722,-2.14537,0.08996,0.12673,-2.19475,0.10717,0.13904,-1.99486,0.05071,0.39053,-2.10921,0.68259,0.36819,-2.12324,0.49262,0.37526,-2.14874,0.31717,0.32282,-2.13891,0.07189,0.27779,-2.19256,0.0927,0.30118,-1.98425,0.05041,0.35622,-2.0377,0.03173,0.05446,-2.04143,0.04157,0.2656,-2.11665,0.49179,0.17148,-2.13793,0.48334
31,0.3,0.21687,-2.15497,1.50448,0.21303,-2.19588,1.25654,0.23285,-2.01524,1.39874,0.23017,-1.98711,1.24611,0.04696,-2.07925,1.47006,-0.03326,-2.06126,1.15595,0.02164,-1.9545,0.92677,-0.02512,-2.002,0.91438,-0.02259,-1.94937,0.85063,0.39669,-2.10886,1.46934,0.49787,-2.14116,1.15322,0.46554,-2.03086,0.92859,0.50872,-2.07126,0.9219,0.5078,-2.03206,0.85986,0.1052,-2.00311,0.97874,0.37126,-2.02697,0.98111,0.17204,-2.16389,1.08938,0.25865,-2.17083,1.08873,0.0525,-2.08292,0.68179,0.06882,-2.12322,0.49551,0.05017,-2.15586,0.29772,0.08727,-2.14536,0.08998,0.12678,-2.19473,0.1072,0.13905,-1.99485,0.05071,0.39059,-2.10918,0.68258,0.36824,-2.12324,0.49261,0.3753,-2.14874,0.31715,0.32283,-2.1389,0.07188,0.27781,-2.19256,0.0927,0.30119,-1.98425,0.05041,0.35623,-2.0377,0.03172,0.05448,-2.04143,0.04157,0.26566,-2.11666,0.49178,0.17162,-2.13772,0.48334
32,0.31,0.21697,-2.15489,1.50449,0.21316,-2.19579,1.25655,0.23296,-2.01518,1.39874,0.2303,-1.98706,1.2461,0.04706,-2.07919,1.47004,-0.03313,-2.06095,1.15595,0.02176,-1.95389,0.92693,-0.02496,-2.00139,0.91447,-0.02247,-1.94865,0.85077,0.3968,-2.10877,1.46938,0.498,-2.14109,1.15327,0.46566,-2.03083,0.92861,0.50884,-2.07123,0.92193,0.50791,-2.03203,0.85989,0.1053,-2.003,0.97877,0.37138,-2.02693,0.98109,0.17215,-2.16379,1.08941,0.25875,-2.17076,1.08875,0.05262,-2.08284,0.68181,0.06893,-2.12311,0.49553,0.05026,-2.15577,0.29777,0.08731,-2.14536,0.09,0.12683,-2.19471,0.10723,0.13906,-1.99484,0.05071,0.39063,-2.10916,0.68257,0.36829,-2.12324,0.4926,0.37534,-2.14876,0.31713,0.32283,-2.1389,0.07187,0.2778,-2.19255,0.09269,0.3012,-1.98425,0.05041,0.35623,-2.0377,0.03171,0.0545,-2.04143,0.04158,0.26572,-2.11666,0.49177,0.17175,-2.13753,0.48335
33,0.32,0.21707,-2.15483,1.5045,0.21328,-2.19571,1.25656,0.23306,-2.01512,1.39875,0.23043,-1.98702,1.2461,0.04716,-2.07913,1.47002,-0.03301,-2.06066,1.15594,0.02186,-1.95331,0.92706,-0.02481,-2.00081,0.91456,-0.02235,-1.94797,0.85091,0.3969,-2.10869,1.46942,0.49812,-2.14101,1.15331,0.46578,-2.03078,0.92864,0.50895,-2.07119,0.92196,0.50803,-2.03199,0.85992,0.1054,-2.0029,0.9788,0.3715,-2.02689,0.98106,0.17225,-2.16369,1.08944,0.25885,-2.17069,1.08876,0.05273,-2.08275,0.68181,0.06903,-2.123,0.49555,0.05034,-2.15567,0.29781,0.08734,-2.14535,0.09003,0.12688,-2.19469,0.10725,0.13906,-1.99483,0.05071,0.39067,-2.10915,0.68257,0.36834,-2.12325,0.49259,0.37536,-2.14878,0.31712,0.32281,-2.13891,0.07186,0.27778,-2.19255,0.09269,0.30121,-1.98425,0.05041,0.35623,-2.03771,0.0317,0.05452,-2.04143,0.04159,0.26577,-2.11665,0.49176,0.17186,-2.13736,0.48335
34,0.33,0.21714,-2.15477,1.50451,0.21338,-2.19562,1.25655,0.23315,-2.01506,1.39875,0.23054,-1.98697,1.24609,0.04724,-2.07908,1.46999,-0.0329,-2.06037,1.15592,0.02196,-1.95277,0.92718,-0.02467,-2.00027,0.91464,-0.02225,-1.94734,0.85102,0.39698,-2.10862,1.46946,0.49823,-2.14093,1.15334,0.4659,-2.03073,0.92867,0.50907,-2.07115,0.92199,0.50815,-2.03194,0.85995,0.10549,-2.00279,0.97882,0.37162,-2.02685,0.98104,0.17235,-2.16359,1.08947,0.25894,-2.17062,1.08876,0.05284,-2.08265,0.68181,0.06911,-2.12291,0.49556,0.0504,-2.15558,0.29784,0.08737,-2.14534,0.09005,0.12691,-2.19468,0.10728,0.13907,-1.99483,0.05071,0.3907,-2.10914,0.68256,0.36838,-2.12327,0.49258,0.37539,-2.14881,0.31711,0.32279,-2.13891,0.07186,0.27774,-2.19254,0.09269,0.30123,-1.98425,0.05041,0.35622,-2.03773,0.03168,0.05453,-2.04143,0.04159,0.26583,-2.11663,0.49176,0.17195,-2.13722,0.48335
35,0.34,0.2172,-2.15472,1.50451,0.21346,-2.19553,1.25655,0.23323,-2.01501,1.39875,0.23065,-1.98692,1.24608,0.04731,-2.07903,1.46996,-0.03279,-2.06011,1.1559,0.02205,-1.95226,0.92727,-0.02456,-1.99976,0.9147,-0.02216,-1.94674,0.8511,0.39705,-2.10857,1.46949,0.49833,-2.14086,1.15337,0.46601,-2.03068,0.9287,0.50919,-2.07109,0.92202,0.50827,-2.03188,0.85998,0.10558,-2.00268,0.97883,0.37174,-2.02681,0.98101,0.17245,-2.16349,1.08949,0.25903,-2.17054,1.08876,0.05293,-2.08255,0.68181,0.06917,-2.12282,0.49556,0.05044,-2.1555,0.29787,0.08738,-2.14532,0.09006,0.12693,-2.19466,0.10731,0.13908,-1.99482,0.05071,0.39074,-2.10915,0.68255,0.36842,-2.1233,0.49257,0.37541,-2.14885,0.3171,0.32276,-2.13892,0.07185,0.2777,-2.19254,0.09269,0.30125,-1.98425,0.05042,0.35622,-2.03775,0.03167,0.05455,-2.04143,0.0416,0.26589,-2.11661,0.49175,0.17202,-2.13711,0.48335
36,0.35,0.21724,-2.15467,1.5045,0.21353,-2.19544,1.25653,0.2333,-2.01496,1.39875,0.23074,-1.98686,1.24607,0.04736,-2.07897,1.46992,-0.0327,-2.05985,1.15587,0.02212,-1.95179,0.92735,-0.02447,-1.9993,0.91475,-0.02208,-1.9462,0.85117,0.3971,-2.10852,1.46951,0.49842,-2.14079,1.1534,0.46612,-2.03062,0.92872,0.50931,-2.07102,0.92205,0.5084,-2.03181,0.86001,0.10566,-2.00257,0.97883,0.37184,-2.02676,0.98097,0.17254,-2.16339,1.08951,0.25911,-2.17046,1.08876,0.05301,-2.08244,0.6818,0.06923,-2.12273,0.49557,0.05047,-2.15543,0.29789,0.08739,-2.14531,0.09008,0.12694,-2.19464,0.10733,0.13908,-1.99482,0.05071,0.39078,-2.10916,0.68255,0.36847,-2.12333,0.49256,0.37544,-2.1489,0.31709,0.32273,-2.13894,0.07184,0.27765,-2.19253,0.0927,0.30127,-1.98425,0.05042,0.35621,-2.03777,0.03166,0.05456,-2.04142,0.0416,0.26595,-2.11659,0.49174,0.17208,-2.13703,0.48335
37,0.36,0.21727,-2.15464,1.50449,0.21359,-2.19534,1.25651,0.23335,-2.01492,1.39876,0.23083,-1.9868,1.24606,0.0474,-2.07892,1.46989,-0.03261,-2.0596,1.15583,0.02218,-1.95135,0.92741,-0.02439,-1.99887,0.91479,-0.02201,-1.94571,0.85121,0.39714,-2.10849,1.46954,0.49849,-2.14072,1.15343,0.46623,-2.03055,0.92874,0.50942,-2.07095,0.92209,0.50852,-2.03173,0.86005,0.10573,-2.00247,0.97883,0.37193,-2.02671,0.98094,0.17262,-2.16329,1.08953,0.25919,-2.17038,1.08876,0.05307,-2.08233,0.68179,0.06927,-2.12265,0.49557,0.05048,-2.15536,0.2979,0.0874,-2.1453,0.09009,0.12695,-2.19463,0.10735,0.13908,-1.99482,0.05071,0.39083,-2.10918,0.68254,0.36851,-2.12338,0.49255,0.37547,-2.14895,0.31708,0.32269,-2.13895,0.07183,0.27759,-2.19253,0.0927,0.30129,-1.98425,0.05042,0.35621,-2.0378,0.03164,0.05456,-2.04142,0.0416,0.26601,-2.11657,0.49173,0.17212,-2.13697,0.48335
38,0.37,0.21727,-2.1546,1.50448,0.21364,-2.19525,1.25649,0.23339,-2.01487,1.39877,0.2309,-1.98674,1.24606,0.04742,-2.07887,1.46985,-0.03254,-2.05937,1.1558,0.02223,-1.95095,0.92744,-0.02434,-1.99849,0.9148,-0.02196,-1.94528,0.85124,0.39716,-2.10846,1.46956,0.49855,-2.14066,1.15346,0.46632,-2.03049,0.92876,0.50954,-2.07086,0.92212,0.50865,-2.03165,0.86009,0.10579,-2.00237,0.97883,0.372,-2.02665,0.9809,0.1727,-2.1632,1.08954,0.25926,-2.1703,1.08875,0.05311,-2.08222,0.68177,0.0693,-2.12258,0.49557,0.0505,-2.1553,0.29792,0.0874,-2.14529,0.0901,0.12695,-2.19462,0.10737,0.13908,-1.99482,0.05071,0.39088,-2.1092,0.68253,0.36856,-2.12342,0.49254,0.3755,-2.14901,0.31707,0.32265,-2.13897,0.07182,0.27754,-2.19253,0.0927,0.30131,-1.98426,0.05042,0.3562,-2.03783,0.03162,0.05456,-2.04141,0.0416,0.26608,-2.11656,0.49172,0.17216,-2.13692,0.48336
39,0.38,0.21727,-2.15457,1.50446,0.21368,-2.19515,1.25647,0.23341,-2.01483,1.39878,0.23096,-1.98667,1.24606,0.04742,-2.07882,1.46981,-0.03247,-2.05915,1.15576,0.02226,-1.9506,0.92745,-0.0243,-1.99816,0.91479,-0.02192,-1.94491,0.85124,0.39717,-2.10844,1.46958,0.49859,-2.1406,1.15348,0.46641,-2.03042,0.92878,0.50965,-2.07076,0.92216,0.50878,-2.03157,0.86013,0.10584,-2.00227,0.97882,0.37206,-2.02658,0.98086,0.17276,-2.16311,1.08956,0.25932,-2.17021,1.08874,0.05314,-2.08212,0.68176,0.06933,-2.12252,0.49557,0.05051,-2.15525,0.29793,0.0874,-2.14529,0.09011,0.12695,-2.19461,0.10738,0.13908,-1.99481,0.05071,0.39093,-2.10922,0.68253,0.36861,-2.12347,0.49253,0.37552,-2.14907,0.31706,0.32261,-2.13898,0.07181,0.27749,-2.19253,0.09269,0.30132,-1.98427,0.05042,0.35619,-2.03785,0.03161,0.05456,-2.04141,0.0416,0.26614,-2.11655,0.49172,0.17218,-2.13688,0.48336
40,0.39,0.21725,-2.15453,1.50445,0.2137,-2.19506,1.25644,0.23342,-2.01479,1.39879,0.231,-1.98659,1.24606,0.04741,-2.07877,1.46976,-0.03241,-2.05894,1.15572,0.02229,-1.95029,0.92745,-0.02428,-1.99787,0.91476,-0.0219,-1.9446,0.85123,0.39716,-2.10842,1.4696,0.49863,-2.14053,1.15352,0.46649,-2.03035,0.9288,0.50976,-2.07066,0.92221,0.5089,-2.03148,0.86018,0.10587,-2.00219,0.97881,0.3721,-2.02651,0.98083,0.17282,-2.16303,1.08957,0.25938,-2.17012,1.08873,0.05315,-2.08203,0.68175,0.06935,-2.12245,0.49557,0.05052,-2.15521,0.29794,0.0874,-2.14528,0.09012,0.12695,-2.1946,0.10739,0.13908,-1.99481,0.05071,0.39098,-2.10924,0.68252,0.36865,-2.12351,0.49253,0.37555,-2.14912,0.31705,0.32258,-2.139,0.07179,0.27744,-2.19253,0.09269,0.30134,-1.98427,0.05042,0.35618,-2.03788,0.03159,0.05456,-2.04141,0.0416,0.2662,-2.11654,0.49171,0.1722,-2.13685,0.48337
41,0.4,0.21721,-2.1545,1.50443,0.21371,-2.19496,1.25641,0.23342,-2.01475,1.3988,0.23103,-1.98651,1.24607,0.04739,-2.07871,1.46972,-0.03237,-2.05875,1.15567,0.0223,-1.95004,0.92743,-0.02427,-1.99763,0.91472,-0.0219,-1.94436,0.8512,0.39714,-2.1084,1.46963,0.49865,-2.14047,1.15355,0.46656,-2.03027,0.92883,0.50987,-2.07054,0.92226,0.50901,-2.03139,0.86024,0.1059,-2.00211,0.97881,0.37213,-2.02643,0.98079,0.17287,-2.16296,1.08957,0.25942,-2.17003,1.08873,0.05315,-2.08195,0.68175,0.06937,-2.1224,0.49557,0.05054,-2.15517,0.29794,0.0874,-2.14527,0.09013,0.12695,-2.19459,0.1074,0.13909,-1.99481,0.05071,0.39102,-2.10925,0.68251,0.36868,-2.12355,0.49252,0.37557,-2.14916,0.31704,0.32255,-2.13901,0.07179,0.27741,-2.19253,0.09269,0.30135,-1.98428,0.05042,0.35618,-2.0379,0.03158,0.05455,-2.04141,0.0416,0.26624,-2.11654,0.4917,0.17222,-2.13681,0.48338
42,0.41,0.21717,-2.15446,1.50441,0.2137,-2.19487,1.25638,0.2334,-2.0147,1.39881,0.23104,-1.98643,1.24607,0.04735,-2.07866,1.46969,-0.03233,-2.05857,1.15563,0.02229,-1.94984,0.92738,-0.02427,-1.99744,0.91467,-0.02191,-1.94418,0.85116,0.3971,-2.10837,1.46965,0.49867,-2.1404,1.15359,0.46661,-2.03018,0.92886,0.50996,-2.07042,0.92232,0.50912,-2.03128,0.8603,0.1059,-2.00205,0.9788,0.37214,-2.02634,0.98076,0.1729,-2.16289,1.08958,0.25946,-2.16994,1.08872,0.05313,-2.08189,0.68174,0.06939,-2.12235,0.49556,0.05055,-2.15514,0.29794,0.08741,-2.14526,0.09013,0.12696,-2.19459,0.1074,0.13909,-1.9948,0.05071,0.39106,-2.10925,0.6825,0.3687,-2.12357,0.49252,0.37557,-2.14918,0.31704,0.32254,-2.13902,0.07178,0.27738,-2.19253,0.09269,0.30136,-1.98428,0.05042,0.35618,-2.03791,0.03158,0.05455,-2.0414,0.04161,0.26626,-2.11654,0.49169,0.17223,-2.13678,0.48339
